3,0.001,167.0292,148.5,141.1085,137.1004,134.58,132.8475,131.5829,130.619,129.86,129.2467,128.3165,127.3736,126.4178,125.9349,125.4486,124.959,124.4658,123.9692
4,0.1,4.54477,4.32456,4.19086,4.10725,4.05058,4.00975,3.97897,3.95494,3.93567,3.91988,3.89553,3.87036,3.84434,3.83099,3.81742,3.80361,3.78957,3.77527
4,0.05,7.7086,6.9443,6.5914,6.3882,6.2561,6.1631,6.0942,6.041,5.9988,5.9644,5.9117,5.8578,5.8025,5.7744,5.7459,5.717,5.6877,5.6581
4,0.025,12.2179,10.6491,9.9792,9.6045,9.3645,9.1973,9.0741,8.9796,8.9047,8.8439,8.7512,8.6565,8.5599,8.5109,8.461,8.411,8.36,8.309
4,0.01,21.198,18,16.694,15.977,15.522,15.207,14.976,14.799,14.659,14.546,14.374,14.198,14.02,13.929,13.838,13.745,13.652,13.558
4,0.005,31.3328,26.2843,24.2591,23.1545,22.4564,21.9746,21.6217,21.352,21.1391,20.9667,20.7047,20.4383,20.1673,20.03,19.8915,19.7518,19.6107,19.4684
4,0.001,74.13729,61.24555,56.17719,53.43583,51.71157,50.52502,49.65789,48.99619,48.47451,48.05259,47.4118,46.76117,46.10026,45.7658,45.42859,45.08856,44.74565,44.39979
5,0.1,4.06042,3.77972,3.61948,3.5202,3.45298,3.40451,3.3679,3.33928,3.31628,3.2974,3.26824,3.23801,3.20665,3.19052,3.17408,3.15732,3.14023,3.12279
5,0.05,6.6079,5.7861,5.4095,5.1922,5.0503,4.9503,4.8759,4.8183,4.7725,4.7351,4.6777,4.6188,4.5581,4.5272,4.4957,4.4638,4.4314,4.3985
5,0.025,10.007,8.4336,7.7636,7.3879,7.1464,6.9777,6.8531,6.7572,6.6811,6.6192,6.5245,6.4277,6.3286,6.278,6.227,6.175,6.123,6.069
5,0.01,16.258,13.274,12.06,11.392,10.967,10.672,10.456,10.289,10.158,10.051,9.888,9.722,9.553,9.466,9.379,9.291,9.202,9.112
5,0.005,22.7848,18.3138,16.5298,15.5561,14.9396,14.5133,14.2004,13.961,13.7716,13.6182,13.3845,13.1463,12.9035,12.7802,12.6556,12.5297,12.4024,12.2737
5,0.001,47.18078,37.12233,33.20246,31.08501,29.7524,28.83436,28.16265,27.64948,27.24446,26.91657,26.41797,25.91083,25.39462,25.13294,24.86877,24.60203,24.33263,24.06046
6,0.1,3.77595,3.4633,3.28876,3.18076,3.10751,3.05455,3.01446,2.98304,2.95774,2.93693,2.90472,2.87122,2.83634,2.81834,2.79996,2.78117,2.76195,2.74229
6,0.05,5.9874,5.1433,4.7571,4.5337,4.3874,4.2839,4.2067,4.1468,4.099,4.06,3.9999,3.9381,3.8742,3.8415,3.8082,3.7743,3.7398,3.7047
6,0.025,8.8131,7.2599,6.5988,6.2272,5.9876,5.8198,5.6955,5.5996,5.5234,5.4613,5.3662,5.2687,5.1684,5.1172,5.065,5.012,4.959,4.904
6,0.01,13.745,10.925,9.78,9.148,8.746,8.466,8.26,8.102,7.976,7.874,7.718,7.559,7.396,7.313,7.229,7.143,7.057,6.969
6,0.005,18.635,14.5441,12.9166,12.0275,11.4637,11.073,10.7859,10.5658,10.3915,10.25,10.0343,9.814,9.5888,9.4742,9.3582,9.2408,9.1219,9.0015
6,0.001,35.50749,27,23.70331,21.92354,20.80266,20.02965,19.46341,19.03033,18.68818,18.41092,17.98881,17.55874,17.12011,16.89737,16.67222,16.44455,16.21425,15.9812
7,0.1,3.58943,3.25744,3.07407,2.96053,2.88334,2.82739,2.78493,2.75158,2.72468,2.70251,2.66811,2.63223,2.59473,2.57533,2.55546,2.5351,2.51422,2.49279
7,0.05,5.5914,4.7374,4.3468,4.1203,3.9715,3.866,3.787,3.7257,3.6767,3.6365,3.5747,3.5107,3.4445,3.4105,3.3758,3.3404,3.3043,3.2674
7,0.025,8.0727,6.5415,5.8898,5.5226,5.2852,5.1186,4.9949,4.8993,4.8232,4.7611,4.6658,4.5678,4.4667,4.415,4.362,4.309,4.254,4.199
7,0.01,12.246,9.547,8.451,7.847,7.46,7.191,6.993,6.84,6.719,6.62,6.469,6.314,6.155,6.074,5.992,5.908,5.824,5.737
7,0.005,16.2356,12.404,10.8824,10.0505,9.5221,9.1553,8.8854,8.6781,8.5138,8.3803,8.1764,7.9678,7.754,7.645,7.5345,7.4224,7.3088,7.1933
7,0.001,29.24519,21.689,18.77227,17.19799,16.2058,15.52084,15.01856,14.63401,14.3299,14.08326,13.70732,13.32367,12.93163,12.7322,12.53036,12.32596,12.11888,11.90896
8,0.1,3.45792,3.11312,2.9238,2.80643,2.72645,2.66833,2.62413,2.58935,2.56124,2.53804,2.50196,2.46422,2.42464,2.4041,2.38302,2.36136,2.3391,2.31618
8,0.05,5.3177,4.459,4.0662,3.8379,3.6875,3.5806,3.5005,3.4381,3.3881,3.3472,3.2839,3.2184,3.1503,3.1152,3.0794,3.0428,3.0053,2.9669
8,0.025,7.5709,6.0595,5.416,5.0526,4.8173,4.6517,4.5286,4.4333,4.3572,4.2951,4.1997,4.1012,3.9995,3.9472,3.894,3.84,3.784,3.728
8,0.01,11.259,8.649,7.591,7.006,6.632,6.371,6.178,6.029,5.911,5.814,5.667,5.515,5.359,5.279,5.198,5.116,5.032,4.946
8,0.005,14.6882,11.0424,9.5965,8.8051,8.3018,7.952,7.6941,7.4959,7.3386,7.2106,7.0149,6.8143,6.6082,6.5029,6.3961,6.2875,6.1772,6.0649
8,0.001,25.41476,18.49365,15.82949,14.39158,13.48469,12.85803,12.39804,12.04554,11.76653,11.54006,11.19449,10.84129,10.47968,10.29543,10.10871,9.919359,9.727212,9.53208
9,0.1,3.3603,3.00645,2.81286,2.69268,2.61061,2.55086,2.50531,2.46941,2.44034,2.41632,2.37888,2.33962,2.29832,2.27683,2.25472,2.23196,2.20849,2.18427
9,0.05,5.1174,4.2565,3.8625,3.6331,3.4817,3.3738,3.2927,3.2296,3.1789,3.1373,3.0729,3.0061,2.9365,2.9005,2.8637,2.8259,2.7872,2.7475
9,0.025,7.2093,5.7147,5.0781,4.7181,4.4844,4.3197,4.197,4.102,4.026,3.9639,3.8682,3.7694,3.6669,3.6142,3.56,3.505,3.449,3.392
9,0.01,10.561,8.022,6.992,6.422,6.057,5.802,5.613,5.467,5.351,5.257,5.111,4.962,4.808,4.729,4.649,4.567,4.483,4.398
9,0.005,13.6136,10.1067,8.7171,7.9559,7.4712,7.1339,6.8849,6.6933,6.5411,6.4172,6.2274,6.0325,5.8318,5.7292,5.6248,5.5186,5.4104,5.3001
9,0.001,22.85713,16.38715,13.9018,12.56032,11.71367,11.12813,10.69795,10.368,10.10663,9.894305,9.570005,9.238068,8.897613,8.723862,8.547556,8.368517,8.186543,8.001406
10,0.1,3.28502,2.92447,2.72767,2.60534,2.52164,2.46058,2.41397,2.37715,2.34731,2.3226,2.28405,2.24351,2.20074,2.17843,2.15543,2.13169,2.10716,2.08176
10,0.05,4.9646,4.1028,3.7083,3.478,3.3258,3.2172,3.1355,3.0717,3.0204,2.9782,2.913,2.845,2.774,2.7372,2.6996,2.6609,2.6211,2.5801
10,0.025,6.9367,5.4564,4.8256,4.4683,4.2361,4.0721,3.9498,3.8549,3.779,3.7168,3.6209,3.5217,3.4185,3.3654,3.311,3.255,3.198,3.14
10,0.01,10.044,7.559,6.552,5.994,5.636,5.386,5.2,5.057,4.942,4.849,4.706,4.558,4.405,4.327,4.247,4.165,4.082,3.996
10,0.005,12.8265,9.427,8.0807,7.3428,6.8724,6.5446,6.3025,6.1159,5.9676,5.8467,5.6613,5.4707,5.274,5.1732,5.0706,4.9659,4.8592,4.7501
10,0.001,21.0396,14.90536,12.55275,11.28275,10.48072,9.925613,9.517454,9.20415,8.955774,8.753866,8.445185,8.128803,7.803747,7.637597,7.468798,7.297143,7.122398,6.944288
11,0.1,3.2252,2.85951,2.66023,2.53619,2.45118,2.38907,2.34157,2.304,2.2735,2.24823,2.20873,2.16709,2.12305,2.10001,2.07621,2.05161,2.02612,1.99965
11,0.05,4.8443,3.9823,3.5874,3.3567,3.2039,3.0946,3.0123,2.948,2.8962,2.8536,2.7876,2.7186,2.6464,2.609,2.5705,2.5309,2.4901,2.448
11,0.025,6.7241,5.2559,4.63,4.2751,4.044,3.8807,3.7586,3.6638,3.5879,3.5257,3.4296,3.3299,3.2261,3.1725,3.118,3.061,3.004,2.944
11,0.01,9.646,7.206,6.217,5.668,5.316,5.069,4.886,4.744,4.632,4.539,4.397,4.251,4.099,4.021,3.941,3.86,3.776,3.69
11,0.005,12.2263,8.9122,7.6004,6.8809,6.4217,6.1016,5.8648,5.6821,5.5368,5.4183,5.2363,5.0489,4.8552,4.7557,4.6543,4.5508,4.445,4.3367
11,0.001,19.68679,13.81155,11.56113,10.34612,9.578375,9.046622,8.655348,8.354786,8.116347,7.922391,7.625607,7.321029,7.007593,6.847144,6.683942,6.517754,6.348307,6.175282
12,0.1,3.17655,2.8068,2.60552,2.4801,2.39402,2.33102,2.28278,2.24457,2.21352,2.18776,2.14744,2.10485,2.05968,2.03599,2.01149,1.9861,1.95973,1.93228
12,0.05,4.7472,3.8853,3.4903,3.2592,3.1059,2.9961,2.9134,2.8486,2.7964,2.7534,2.6866,2.6169,2.5436,2.5055,2.4663,2.4259,2.3842,2.341
12,0.025,6.5538,5.0959,4.4742,4.1212,3.8911,3.7283,3.6065,3.5118,3.4358,3.3736,3.2773,3.1772,3.0728,3.0187,2.963,2.906,2.848,2.787
12,0.01,9.33,6.927,5.953,5.412,5.064,4.821,4.64,4.499,4.388,4.296,4.155,4.01,3.858,3.78,3.701,3.619,3.535,3.449
12,0.005,11.7542,8.5096,7.2258,6.5211,6.0711,5.757,5.5245,5.3451,5.2021,5.0855,4.9062,4.7213,4.5299,4.4314,4.3309,4.2282,4.1229,4.0149
12,0.001,18.64332,12.97367,10.8042,9.632726,8.892109,8.378814,8.000868,7.710352,7.479736,7.292029,7.004575,6.70922,6.404806,6.248752,6.08984,5.927804,5.762335,5.593062
13,0.1,3.13621,2.76317,2.56027,2.43371,2.34672,2.28298,2.2341,2.19535,2.16382,2.13763,2.09659,2.05316,2.00698,1.98272,1.95757,1.93147,1.90429,1.87591
13,0.05,4.6672,3.8056,3.4105,3.1791,3.0254,2.9153,2.8321,2.7669,2.7144,2.671,2.6037,2.5331,2.4589,2.4202,2.3803,2.3392,2.2966,2.2524
13,0.025,6.4143,4.9653,4.3472,3.9959,3.7667,3.6043,3.4827,3.388,3.312,3.2497,3.1532,3.0527,2.9477,2.8932,2.837,2.78,2.72,2.659
13,0.01,9.074,6.701,5.739,5.205,4.862,4.62,4.441,4.302,4.191,4.1,3.96,3.815,3.665,3.587,3.507,3.425,3.341,3.255
13,0.005,11.3735,8.1865,6.9258,6.2335,5.791,5.4819,5.2529,5.0761,4.9351,4.8199,4.6429,4.46,4.2703,4.1726,4.0727,3.9704,3.8655,3.7577
13,0.001,17.81542,12.31273,10.20894,9.072738,8.354088,7.855728,7.488555,7.206147,6.981836,6.79916,6.519199,6.231219,5.933974,5.781387,5.625833,5.467017,5.304587,5.138122
14,0.1,3.10221,2.72647,2.52222,2.39469,2.30694,2.24256,2.19313,2.1539,2.12195,2.0954,2.05371,2.00953,1.96245,1.93766,1.91193,1.88516,1.85723,1.828
14,0.05,4.6001,3.7389,3.3439,3.1122,2.9582,2.8477,2.7642,2.6987,2.6458,2.6022,2.5342,2.463,2.3879,2.3487,2.3082,2.2664,2.2229,2.1778
14,0.025,6.2979,4.8567,4.2417,3.8919,3.6634,3.5014,3.3799,3.2853,3.2093,3.1469,3.0502,2.9493,2.8437,2.7888,2.732,2.674,2.614,2.552
14,0.01,8.862,6.515,5.564,5.035,4.695,4.456,4.278,4.14,4.03,3.939,3.8,3.656,3.505,3.427,3.348,3.266,3.181,3.094
14,0.005,11.0603,7.9216,6.6804,5.9984,5.5623,5.2574,5.0313,4.8566,4.7173,4.6034,4.4281,4.2468,4.0585,3.9614,3.8619,3.76,3.6552,3.5473
14,0.001,17.14336,11.77887,9.729366,8.62232,7.921807,7.435768,7.077472,6.80174,6.582612,6.404065,6.130239,5.848274,5.556836,5.407036,5.254159,5.09788,4.937805,4.773457
15,0.1,3.07319,2.69517,2.48979,2.36143,2.27302,2.20808,2.15818,2.11853,2.08621,2.05932,2.01707,1.97222,1.92431,1.89904,1.87277,1.84539,1.81676,1.78672
15,0.05,4.5431,3.6823,3.2874,3.0556,2.9013,2.7905,2.7066,2.6408,2.5876,2.5437,2.4753,2.4034,2.3275,2.2878,2.2468,2.2043,2.1601,2.1141
15,0.025,6.1995,4.765,4.1528,3.8043,3.5764,3.4147,3.2934,3.1987,3.1227,3.0602,2.9633,2.8621,2.7559,2.7006,2.644,2.585,2.524,2.461
15,0.01,8.683,6.359,5.417,4.893,4.556,4.318,4.142,4.004,3.895,3.805,3.666,3.522,3.372,3.294,3.214,3.132,3.047,2.959
15,0.005,10.798,7.7008,6.476,5.8029,5.3721,5.0708,4.8473,4.6744,4.5364,4.4235,4.2497,4.0698,3.8826,3.7859,3.6867,3.585,3.4803,3.3722
15,0.001,16.58742,11.33915,9.335254,8.252684,7.567392,7.091684,6.740825,6.470677,6.25588,6.080778,5.812061,5.535082,5.248425,5.100898,4.950187,4.795933,4.637702,4.474956
16,0.1,3.04811,2.66817,2.46181,2.33274,2.24376,2.17833,2.128,2.08798,2.05533,2.02815,1.98539,1.93992,1.89127,1.86556,1.83879,1.81084,1.78156,1.75075
16,0.05,4.494,3.6337,3.2389,3.0069,2.8524,2.7413,2.6572,2.5911,2.5377,2.4935,2.4247,2.3522,2.2756,2.2354,2.1938,2.1507,2.1058,2.0589
16,0.025,6.1151,4.6867,4.0768,3.7294,3.5021,3.3406,3.2194,3.1248,3.0488,2.9862,2.889,2.7875,2.6808,2.6252,2.568,2.509,2.447,2.383
16,0.01,8.531,6.226,5.292,4.773,4.437,4.202,4.026,3.89,3.78,3.691,3.553,3.409,3.259,3.181,3.101,3.018,2.933,2.845
16,0.005,10.5755,7.5138,6.3034,5.6378,5.2117,4.9134,4.692,4.5207,4.3838,4.2719,4.0994,3.9205,3.7342,3.6378,3.5389,3.4372,3.3324,3.224
16,0.001,16.1202,10.97099,9.005937,7.944202,7.271859,6.804935,6.460391,6.194982,5.983855,5.811668,5.547263,5.274476,4.991809,4.846163,4.697226,4.544608,4.387829,4.226292
17,0.1,3.02623,2.64464,2.43743,2.30775,2.21825,2.15239,2.10169,2.06134,2.02839,2.00094,1.95772,1.91169,1.86236,1.83624,1.80901,1.78053,1.75063,1.71909
17,0.05,4.4513,3.5915,3.1968,2.9647,2.81,2.6987,2.6143,2.548,2.4943,2.4499,2.3807,2.3077,2.2304,2.1898,2.1477,2.104,2.0584,2.0107
17,0.025,6.042,4.6189,4.0112,3.6648,3.4379,3.2767,3.1556,3.061,2.9849,2.9222,2.8249,2.723,2.6158,2.5598,2.502,2.442,2.38,2.315
17,0.01,8.4,6.112,5.185,4.669,4.336,4.102,3.927,3.791,3.682,3.593,3.455,3.312,3.162,3.084,3.003,2.92,2.835,2.746
17,0.005,10.3842,7.3536,6.1556,5.4967,5.0746,4.7789,4.5594,4.3894,4.2535,4.1424,3.9709,3.7929,3.6073,3.5112,3.4124,3.3108,3.2058,3.0971
17,0.001,15.72223,10.65844,8.726852,7.683062,7.021866,6.562497,6.223383,5.962041,5.754062,5.584371,5.323651,5.054431,4.775135,4.631062,4.483593,4.332306,4.176676,4.016044
18,0.1,3.00698,2.62395,2.41601,2.28577,2.19583,2.12958,2.07854,2.03789,2.00467,1.97698,1.93334,1.88681,1.83685,1.81035,1.78269,1.75371,1.72322,1.69099
18,0.05,4.4139,3.5546,3.1599,2.9277,2.7729,2.6613,2.5767,2.5102,2.4563,2.4117,2.3421,2.2686,2.1906,2.1497,2.1071,2.0629,2.0166,1.9681
18,0.025,5.9781,4.5597,3.9539,3.6083,3.382,3.2209,3.0999,3.0053,2.9291,2.8664,2.7689,2.6667,2.559,2.5027,2.445,2.384,2.321,2.256
18,0.01,8.285,6.013,5.092,4.579,4.248,4.015,3.841,3.705,3.597,3.508,3.371,3.227,3.077,2.999,2.919,2.835,2.749,2.66
18,0.005,10.2181,7.2148,6.0278,5.3746,4.956,4.6627,4.4448,4.2759,4.141,4.0305,3.8599,3.6827,3.4977,3.4017,3.303,3.2014,3.0962,2.9871
18,0.001,15.37931,10.38991,8.487455,7.459278,6.807776,6.354973,6.020574,5.762761,5.557509,5.389979,5.132441,4.866289,4.589868,4.447125,4.300883,4.150687,3.995969,3.836002
19,0.1,2.9899,2.60561,2.39702,2.2663,2.17596,2.10936,2.05802,2.0171,1.98364,1.95573,1.9117,1.86471,1.81416,1.78731,1.75924,1.72979,1.69876,1.66587
19,0.05,4.3807,3.5219,3.1274,2.8951,2.7401,2.6283,2.5435,2.4768,2.4227,2.3779,2.308,2.2341,2.1555,2.1141,2.0712,2.0264,1.9795,1.9302
19,0.025,5.9216,4.5075,3.9034,3.5587,3.3327,3.1718,3.0509,2.9563,2.8801,2.8172,2.7196,2.6171,2.5089,2.4523,2.394,2.333,2.27,2.203
19,0.01,8.185,5.926,5.01,4.5,4.171,3.939,3.765,3.631,3.523,3.434,3.297,3.153,3.003,2.925,2.844,2.761,2.674,2.584
19,0.005,10.0725,7.0935,5.9161,5.2681,4.8526,4.5614,4.3448,4.177,4.0428,3.9329,3.7631,3.5866,3.402,3.3062,3.2075,3.1058,3.0004,2.8908
19,0.001,15.08084,10.15681,8.279932,7.265461,6.622465,6.175422,5.845153,5.59043,5.387563,5.22192,4.967155,4.703665,4.429722,4.288111,4.142902,3.993607,3.83961,3.680119
20,0.1,2.97465,2.58925,2.38009,2.24893,2.15823,2.09132,2.0397,1.99853,1.96485,1.93674,1.89236,1.84494,1.79384,1.76667,1.73822,1.70833,1.67678,1.64326
20,0.05,4.3512,3.4928,3.0984,2.8661,2.7109,2.599,2.514,2.4471,2.3928,2.3479,2.2776,2.2033,2.1242,2.0825,2.0391,1.9938,1.9464,1.8963
20,0.025,5.8715,4.4613,3.8587,3.5147,3.2891,3.1283,3.0074,2.9128,2.8365,2.7737,2.6758,2.5731,2.4645,2.4076,2.349,2.287,2.223,2.156
20,0.01,8.096,5.849,4.938,4.431,4.103,3.871,3.699,3.564,3.457,3.368,3.231,3.088,2.938,2.859,2.778,2.695,2.608,2.517
20,0.005,9.9439,6.9865,5.8177,5.1743,4.7616,4.4721,4.2569,4.09,3.9564,3.847,3.6779,3.502,3.3178,3.222,3.1234,3.0215,2.9159,2.8058
20,0.001,14.81878,9.952623,8.09838,7.096034,6.460562,6.018608,5.691989,5.439993,5.239228,5.075246,4.822918,4.561758,4.289966,4.149328,4.004995,3.856444,3.703016,3.543848
21,0.1,2.96096,2.57457,2.36489,2.23334,2.14231,2.07512,2.02325,1.98186,1.94797,1.91967,1.87497,1.82715,1.77555,1.74807,1.71927,1.68896,1.65691,1.62278
21,0.05,4.3248,3.4668,3.0725,2.8401,2.6848,2.5727,2.4876,2.4205,2.366,2.321,2.2504,2.1757,2.096,2.054,2.0102,1.9645,1.9165,1.8657
21,0.025,5.8266,4.4199,3.8188,3.4754,3.2501,3.0895,2.9686,2.874,2.7977,2.7348,2.6368,2.5338,2.4247,2.3675,2.308,2.246,2.182,2.114
21,0.01,8.017,5.78,4.874,4.369,4.042,3.812,3.64,3.506,3.398,3.31,3.173,3.03,2.88,2.801,2.72,2.636,2.548,2.457
21,0.005,9.8295,6.8914,5.7304,5.0911,4.6809,4.3931,4.1789,4.0128,3.8799,3.7709,3.6024,3.427,3.2431,3.1474,3.0488,2.9467,2.8408,2.7302
21,0.001,14.58688,9.772326,7.938255,6.946712,6.31794,5.880518,5.557145,5.307573,5.108674,4.946166,4.695994,4.436888,4.166978,4.027181,3.883594,3.735662,3.582678,3.423711
22,0.1,2.94858,2.56131,2.35117,2.21927,2.12794,2.0605,2.0084,1.9668,1.93273,1.90425,1.85925,1.81106,1.75899,1.73122,1.70208,1.67138,1.63885,1.60415
22,0.05,4.3009,3.4434,3.0491,2.8167,2.6613,2.5491,2.4638,2.3965,2.3419,2.2967,2.2258,2.1508,2.0707,2.0283,1.9842,1.938,1.8894,1.838
22,0.025,5.7863,4.3828,3.7829,3.4401,3.2151,3.0546,2.9338,2.8392,2.7628,2.6998,2.6017,2.4984,2.389,2.3315,2.272,2.21,2.145,2.076
22,0.01,7.945,5.719,4.817,4.313,3.988,3.758,3.587,3.453,3.346,3.258,3.121,2.978,2.827,2.749,2.667,2.583,2.495,2.403
22,0.005,9.7271,6.8064,5.6524,5.0168,4.6088,4.3225,4.1094,3.944,3.8116,3.703,3.535,3.36,3.1764,3.0807,2.9821,2.8799,2.7736,2.6625
22,0.001,14.38026,9.611992,7.796009,6.814151,6.191383,5.75802,5.437553,5.190148,4.992918,4.831725,4.583474,4.32619,4.057937,3.918872,3.775925,3.628508,3.475867,3.316999
23,0.1,2.93736,2.54929,2.33873,2.20651,2.11491,2.04723,1.99492,1.95312,1.91888,1.89025,1.84497,1.79643,1.74392,1.71588,1.68643,1.65535,1.62237,1.58711
23,0.05,4.2793,3.4221,3.028,2.7955,2.64,2.5277,2.4422,2.3748,2.3201,2.2747,2.2036,2.1282,2.0476,2.005,1.9605,1.9139,1.8648,1.8128
23,0.025,5.7498,4.3492,3.7505,3.4083,3.1835,3.0232,2.9023,2.8077,2.7313,2.6682,2.5699,2.4665,2.3567,2.2989,2.239,2.176,2.111,2.041
23,0.01,7.881,5.664,4.765,4.264,3.939,3.71,3.539,3.406,3.299,3.211,3.074,2.931,2.781,2.702,2.62,2.535,2.447,2.354
23,0.005,9.6348,6.73,5.5823,4.95,4.5441,4.2591,4.0469,3.8822,3.7502,3.642,3.4745,3.2999,3.1165,3.0208,2.9221,2.8197,2.7132,2.6015
23,0.001,14.19501,9.468502,7.668829,6.695702,6.078346,5.64864,5.330789,5.085334,4.889603,4.72959,4.483061,4.227404,3.960618,3.822194,3.679797,3.532809,3.380427,3.221577
24,0.1,2.92712,2.53833,2.32739,2.19488,2.10303,2.03513,1.98263,1.94066,1.90625,1.87748,1.83194,1.78308,1.73015,1.70185,1.6721,1.64067,1.60726,1.57146
24,0.05,4.2597,3.4028,3.0088,2.7763,2.6207,2.5082,2.4226,2.3551,2.3002,2.2547,2.1834,2.1077,2.0267,1.9838,1.939,1.892,1.8424,1.7896
24,0.025,5.7166,4.3187,3.7211,3.3794,3.1548,2.9946,2.8738,2.7791,2.7027,2.6396,2.5411,2.4374,2.3273,2.2693,2.209,2.146,2.08,2.01
24,0.01,7.823,5.614,4.718,4.218,3.895,3.667,3.496,3.363,3.256,3.168,3.032,2.889,2.738,2.659,2.577,2.492,2.403,2.31
24,0.005,9.5513,6.6609,5.519,4.8898,4.4857,4.2019,3.9905,3.8264,3.6949,3.587,3.4199,3.2456,3.0624,2.9667,2.8679,2.7654,2.6585,2.5463
24,0.001,14.02801,9.339353,7.554461,6.589245,5.976791,5.550395,5.234912,4.991221,4.796844,4.637897,4.392919,4.138722,3.873241,3.73538,3.59346,3.446828,3.294637,3.135736
25,0.1,2.91774,2.52831,2.31702,2.18424,2.09216,2.02406,1.97138,1.92925,1.89469,1.86578,1.82,1.77083,1.71752,1.68898,1.65895,1.62718,1.59335,1.55703
25,0.05,4.2417,3.3852,2.9912,2.7587,2.603,2.4904,2.4047,2.3371,2.2821,2.2365,2.1649,2.0889,2.0075,1.9643,1.9192,1.8718,1.8217,1.7684
25,0.025,5.6864,4.2909,3.6943,3.353,3.1287,2.9685,2.8478,2.7531,2.6766,2.6135,2.5149,2.411,2.3005,2.2422,2.182,2.118,2.052,1.981
25,0.01,7.77,5.568,4.675,4.177,3.855,3.627,3.457,3.324,3.217,3.129,2.993,2.85,2.699,2.62,2.538,2.453,2.364,2.27
25,0.005,9.4753,6.5982,5.4615,4.8351,4.4327,4.15,3.9394,3.7758,3.6447,3.5371,3.3704,3.1963,3.0133,2.9176,2.8187,2.716,2.6088,2.4961
25,0.001,13.8767,9.22251,7.451075,6.493059,5.885066,5.461682,5.148351,4.906263,4.713116,4.555135,4.311561,4.05868,3.794368,3.657005,3.515497,3.369162,3.217103,3.058096
26,0.1,2.90913,2.5191,2.30749,2.17447,2.08218,2.01389,1.96104,1.91876,1.88407,1.85503,1.80902,1.75957,1.70589,1.67712,1.64682,1.61472,1.5805,1.54368
26,0.05,4.2252,3.369,2.9752,2.7426,2.5868,2.4741,2.3883,2.3205,2.2655,2.2197,2.1479,2.0716,1.9898,1.9464,1.901,1.8533,1.8027,1.7488
